YEAR,MO,DY,HR,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,QV2M,T2M,WS10M
2024,9,10,18,-999,-999,-999,-999,-999,18.13,32.2,2.1
2024,9,10,19,-999,-999,-999,-999,-999,17.88,31.23,2.52
2024,9,10,20,-999,-999,-999,-999,-999,17.88,30.47,2.59
2024,9,10,21,-999,-999,-999,-999,-999,18.01,29.81,2.33
2024,9,10,22,-999,-999,-999,-999,-999,18.01,29.19,2.1
2024,9,10,23,-999,-999,-999,-999,-999,17.94,28.69,2.02
2024,9,11,0,-999,-999,-999,-999,-999,17.88,28.23,1.97
2024,9,11,1,-999,-999,-999,-999,-999,17.82,27.83,1.86
2024,9,11,2,-999,-999,-999,-999,-999,17.82,27.5,1.69
2024,9,11,3,-999,-999,-999,-999,-999,17.88,27.21,1.49
2024,9,11,4,-999,-999,-999,-999,-999,17.88,26.98,1.31
2024,9,11,5,-999,-999,-999,-999,-999,17.82,26.87,1.09
2024,9,11,6,-999,-999,-999,-999,-999,17.88,27.64,0.86
2024,9,11,7,-999,-999,-999,-999,-999,17.52,29.76,0.33
2024,9,11,8,-999,-999,-999,-999,-999,16.24,33.44,0.79
2024,9,11,9,-999,-999,-999,-999,-999,15.81,35.35,1.62
2024,9,11,10,-999,-999,-999,-999,-999,15.75,36.68,2
2024,9,11,11,-999,-999,-999,-999,-999,15.75,37.75,2.09
2024,9,11,12,-999,-999,-999,-999,-999,15.69,38.51,2.05
2024,9,11,13,-999,-999,-999,-999,-999,15.56,38.81,1.94
2024,9,11,14,-999,-999,-999,-999,-999,15.38,38.87,1.68
2024,9,11,15,-999,-999,-999,-999,-999,15.08,38.51,1.35
2024,9,11,16,-999,-999,-999,-999,-999,14.95,37.75,1.02
2024,9,11,17,-999,-999,-999,-999,-999,15.56,36.53,0.66
2024,9,11,18,-999,-999,-999,-999,-999,16.6,34.95,0.51
2024,9,11,19,-999,-999,-999,-999,-999,16.48,34.21,0.77
2024,9,11,20,-999,-999,-999,-999,-999,16.6,33.52,0.9
2024,9,11,21,-999,-999,-999,-999,-999,16.48,32.75,0.96
2024,9,11,22,-999,-999,-999,-999,-999,16.3,31.99,1.02
2024,9,11,23,-999,-999,-999,-999,-999,16.3,31.23,1.04
2024,9,12,0,-999,-999,-999,-999,-999,16.11,30.62,1.11
2024,9,12,1,-999,-999,-999,-999,-999,16.05,29.62,1.38
2024,9,12,2,-999,-999,-999,-999,-999,15.93,28.65,1.59
2024,9,12,3,-999,-999,-999,-999,-999,15.75,27.98,1.59
2024,9,12,4,-999,-999,-999,-999,-999,15.5,27.57,1.4
2024,9,12,5,-999,-999,-999,-999,-999,15.38,27.23,1.04
2024,9,12,6,-999,-999,-999,-999,-999,15.75,27.84,0.59
2024,9,12,7,-999,-999,-999,-999,-999,14.95,29.59,0.29
2024,9,12,8,-999,-999,-999,-999,-999,14.04,33.92,1.66
2024,9,12,9,-999,-999,-999,-999,-999,13.85,36.44,2.14
2024,9,12,10,-999,-999,-999,-999,-999,13.92,37.84,1.65
2024,9,12,11,-999,-999,-999,-999,-999,13.73,38.9,1.12
2024,9,12,12,-999,-999,-999,-999,-999,13.49,39.73,0.8
2024,9,12,13,-999,-999,-999,-999,-999,13.18,40.21,0.74
2024,9,12,14,-999,-999,-999,-999,-999,12.76,40.02,0.69
2024,9,12,15,-999,-999,-999,-999,-999,12.45,39.44,0.47
2024,9,12,16,-999,-999,-999,-999,-999,12.51,38.44,0.5
2024,9,12,17,-999,-999,-999,-999,-999,13.98,36.65,0.79
2024,9,12,18,-999,-999,-999,-999,-999,15.87,33.66,1.47
2024,9,12,19,-999,-999,-999,-999,-999,15.38,32.04,1.99
2024,9,12,20,-999,-999,-999,-999,-999,15.01,30.89,2.25
2024,9,12,21,-999,-999,-999,-999,-999,14.83,29.92,2.35
2024,9,12,22,-999,-999,-999,-999,-999,14.77,29.05,2.35
2024,9,12,23,-999,-999,-999,-999,-999,14.83,28.24,2.24
2024,9,13,0,-999,-999,-999,-999,-999,14.89,27.55,2.08
2024,9,13,1,-999,-999,-999,-999,-999,15.01,26.89,1.85
2024,9,13,2,-999,-999,-999,-999,-999,15.08,26.49,1.72
2024,9,13,3,-999,-999,-999,-999,-999,15.08,26.17,1.8
2024,9,13,4,-999,-999,-999,-999,-999,15.01,25.95,1.95
2024,9,13,5,-999,-999,-999,-999,-999,15.01,25.82,2.08
2024,9,13,6,-999,-999,-999,-999,-999,15.38,27.05,2.37
2024,9,13,7,-999,-999,-999,-999,-999,15.14,29.28,2.79
2024,9,13,8,-999,-999,-999,-999,-999,15.08,33.08,3.22
2024,9,13,9,-999,-999,-999,-999,-999,14.59,35.76,3.58
2024,9,13,10,-999,-999,-999,-999,-999,14.16,37.3,3.52
2024,9,13,11,-999,-999,-999,-999,-999,13.85,38.34,3.4
2024,9,13,12,-999,-999,-999,-999,-999,13.43,39,3.41
2024,9,13,13,-999,-999,-999,-999,-999,13.06,39.33,3.64
2024,9,13,14,-999,-999,-999,-999,-999,12.76,39,3.56
2024,9,13,15,-999,-999,-999,-999,-999,12.57,38.23,3.11
2024,9,13,16,-999,-999,-999,-999,-999,12.76,37.1,2.62
2024,9,13,17,-999,-999,-999,-999,-999,14.89,34.82,1.78
2024,9,13,18,-999,-999,-999,-999,-999,15.62,32.16,1.96
2024,9,13,19,-999,-999,-999,-999,-999,15.26,30.85,2.26
2024,9,13,20,-999,-999,-999,-999,-999,14.77,29.85,2.49
2024,9,13,21,-999,-999,-999,-999,-999,14.47,29.05,2.61
2024,9,13,22,-999,-999,-999,-999,-999,14.4,28.38,2.56
2024,9,13,23,-999,-999,-999,-999,-999,14.47,27.79,2.5
2024,9,14,0,-999,-999,-999,-999,-999,14.47,27.32,2.59
2024,9,14,1,-999,-999,-999,-999,-999,14.53,26.83,2.83
2024,9,14,2,-999,-999,-999,-999,-999,14.71,26.36,2.87
2024,9,14,3,-999,-999,-999,-999,-999,14.89,25.84,2.63
2024,9,14,4,-999,-999,-999,-999,-999,15.14,25.3,2.21
2024,9,14,5,-999,-999,-999,-999,-999,15.38,24.81,1.65
2024,9,14,6,-999,-999,-999,-999,-999,15.5,25.48,1.48
2024,9,14,7,-999,-999,-999,-999,-999,15.26,27.31,1.16
2024,9,14,8,-999,-999,-999,-999,-999,15.08,29.62,0.98
2024,9,14,9,-999,-999,-999,-999,-999,14.16,32.49,0.88
2024,9,14,10,-999,-999,-999,-999,-999,13.73,34.37,0.95
2024,9,14,11,-999,-999,-999,-999,-999,13.55,35.66,1.14
2024,9,14,12,-999,-999,-999,-999,-999,13.37,36.5,1.3
2024,9,14,13,-999,-999,-999,-999,-999,13.12,36.93,1.5
2024,9,14,14,-999,-999,-999,-999,-999,12.94,36.97,1.58
2024,9,14,15,-999,-999,-999,-999,-999,12.7,36.49,1.52
2024,9,14,16,-999,-999,-999,-999,-999,12.76,35.48,1.36
2024,9,14,17,-999,-999,-999,-999,-999,13.61,34.08,0.84
2024,9,14,18,-999,-999,-999,-999,-999,14.77,32.39,0.24
2024,9,14,19,-999,-999,-999,-999,-999,14.71,31.44,0.53
2024,9,14,20,-999,-999,-999,-999,-999,15.14,30.17,1.22
2024,9,14,21,-999,-999,-999,-999,-999,15.01,29.1,1.76
2024,9,14,22,-999,-999,-999,-999,-999,14.77,28.22,2
2024,9,14,23,-999,-999,-999,-999,-999,14.65,27.49,2.07
2024,9,15,0,-999,-999,-999,-999,-999,14.59,26.93,2.06
2024,9,15,1,-999,-999,-999,-999,-999,14.59,26.44,2
2024,9,15,2,-999,-999,-999,-999,-999,14.65,26.04,1.82
2024,9,15,3,-999,-999,-999,-999,-999,14.71,25.77,1.55
2024,9,15,4,-999,-999,-999,-999,-999,14.71,25.55,1.27
2024,9,15,5,-999,-999,-999,-999,-999,14.71,25.31,1.1
2024,9,15,6,-999,-999,-999,-999,-999,14.83,25.83,1.13
2024,9,15,7,-999,-999,-999,-999,-999,14.22,28.02,0.68
2024,9,15,8,-999,-999,-999,-999,-999,13.31,31.77,0.58
2024,9,15,9,-999,-999,-999,-999,-999,13.06,33.9,0.99
2024,9,15,10,-999,-999,-999,-999,-999,12.94,35.37,1.02
2024,9,15,11,-999,-999,-999,-999,-999,12.76,36.62,0.96
2024,9,15,12,-999,-999,-999,-999,-999,12.45,37.47,0.96
2024,9,15,13,-999,-999,-999,-999,-999,12.15,37.94,0.99
2024,9,15,14,-999,-999,-999,-999,-999,11.78,37.76,0.93
2024,9,15,15,-999,-999,-999,-999,-999,11.6,37.21,0.77
2024,9,15,16,-999,-999,-999,-999,-999,11.78,36.26,0.54
2024,9,15,17,-999,-999,-999,-999,-999,13.37,34.7,0.16
2024,9,15,18,-999,-999,-999,-999,-999,13.31,32.97,0.43
2024,9,15,19,-999,-999,-999,-999,-999,13.67,31.44,1.02
2024,9,15,20,-999,-999,-999,-999,-999,14.16,30.08,1.44
2024,9,15,21,-999,-999,-999,-999,-999,14.22,28.91,1.74
2024,9,15,22,-999,-999,-999,-999,-999,14.04,28,1.96
2024,9,15,23,-999,-999,-999,-999,-999,13.92,27.3,2.16
2024,9,16,0,-999,-999,-999,-999,-999,13.79,26.76,2.29
2024,9,16,1,-999,-999,-999,-999,-999,13.79,26.23,2.37
2024,9,16,2,-999,-999,-999,-999,-999,13.85,25.84,2.39
2024,9,16,3,-999,-999,-999,-999,-999,14.04,25.45,2.33
2024,9,16,4,-999,-999,-999,-999,-999,14.16,25.1,2.22
2024,9,16,5,-999,-999,-999,-999,-999,14.28,24.78,2.03
2024,9,16,6,-999,-999,-999,-999,-999,14.53,25.66,1.88
2024,9,16,7,-999,-999,-999,-999,-999,14.4,27.57,1.85
2024,9,16,8,-999,-999,-999,-999,-999,14.34,31.08,1.92
2024,9,16,9,-999,-999,-999,-999,-999,13.67,34.17,2.05
2024,9,16,10,-999,-999,-999,-999,-999,13.31,35.88,1.58
2024,9,16,11,-999,-999,-999,-999,-999,12.94,37.22,1.34
2024,9,16,12,-999,-999,-999,-999,-999,12.57,38.13,1.4
2024,9,16,13,-999,-999,-999,-999,-999,12.21,38.57,1.7
2024,9,16,14,-999,-999,-999,-999,-999,11.9,38.63,1.98
2024,9,16,15,-999,-999,-999,-999,-999,11.72,38.05,2.22
2024,9,16,16,-999,-999,-999,-999,-999,11.78,36.92,2.33
2024,9,16,17,-999,-999,-999,-999,-999,13.92,34.61,1.73
2024,9,16,18,-999,-999,-999,-999,-999,14.83,31.99,1.75
2024,9,16,19,-999,-999,-999,-999,-999,14.47,31.05,1.78
2024,9,16,20,-999,-999,-999,-999,-999,14.34,30.18,1.85
2024,9,16,21,-999,-999,-999,-999,-999,14.28,29.28,2.02
2024,9,16,22,-999,-999,-999,-999,-999,14.28,28.36,2.2
2024,9,16,23,-999,-999,-999,-999,-999,14.28,27.62,2.3
2024,9,17,0,-999,-999,-999,-999,-999,14.4,27,2.31
2024,9,17,1,-999,-999,-999,-999,-999,14.59,26.55,2.26
2024,9,17,2,-999,-999,-999,-999,-999,14.77,26.13,2.19
2024,9,17,3,-999,-999,-999,-999,-999,14.95,25.8,2.09
2024,9,17,4,-999,-999,-999,-999,-999,15.14,25.48,1.97
2024,9,17,5,-999,-999,-999,-999,-999,15.26,25.25,1.84
2024,9,17,6,-999,-999,-999,-999,-999,15.56,26.25,1.8
2024,9,17,7,-999,-999,-999,-999,-999,15.5,28.4,2.13
2024,9,17,8,-999,-999,-999,-999,-999,15.69,32.21,2.56
2024,9,17,9,-999,-999,-999,-999,-999,15.01,34.69,2.21
2024,9,17,10,-999,-999,-999,-999,-999,14.53,36.23,1.79
2024,9,17,11,-999,-999,-999,-999,-999,14.04,37.42,1.53
2024,9,17,12,-999,-999,-999,-999,-999,13.61,38.32,1.49
2024,9,17,13,-999,-999,-999,-999,-999,13.12,38.8,1.62
2024,9,17,14,-999,-999,-999,-999,-999,12.7,38.66,1.79
2024,9,17,15,-999,-999,-999,-999,-999,12.39,38.18,1.88
2024,9,17,16,-999,-999,-999,-999,-999,12.45,37.15,1.7
2024,9,17,17,-999,-999,-999,-999,-999,14.59,35.24,1.14
2024,9,17,18,-999,-999,-999,-999,-999,15.56,33.11,1.11
2024,9,17,19,-999,-999,-999,-999,-999,15.26,32.04,0.98
2024,9,17,20,-999,-999,-999,-999,-999,15.2,31.05,0.84
2024,9,17,21,-999,-999,-999,-999,-999,15.32,30.22,0.74
2024,9,17,22,-999,-999,-999,-999,-999,15.32,29.43,0.73
2024,9,17,23,-999,-999,-999,-999,-999,15.32,28.74,0.73
2024,9,18,0,-999,-999,-999,-999,-999,15.26,28.16,0.69
2024,9,18,1,-999,-999,-999,-999,-999,14.95,27.67,0.66
2024,9,18,2,-999,-999,-999,-999,-999,14.89,27.16,0.72
2024,9,18,3,-999,-999,-999,-999,-999,14.89,26.76,0.83
2024,9,18,4,-999,-999,-999,-999,-999,14.89,26.35,0.91
2024,9,18,5,-999,-999,-999,-999,-999,14.95,26.05,1.08
2024,9,18,6,-999,-999,-999,-999,-999,15.2,26.69,1.41
2024,9,18,7,-999,-999,-999,-999,-999,14.95,28.65,1.79
2024,9,18,8,-999,-999,-999,-999,-999,14.22,32.39,1.65
2024,9,18,9,-999,-999,-999,-999,-999,14.04,34.49,1.84
2024,9,18,10,-999,-999,-999,-999,-999,13.98,35.93,2.32
2024,9,18,11,-999,-999,-999,-999,-999,13.98,36.98,2.75
2024,9,18,12,-999,-999,-999,-999,-999,13.92,37.73,3.13
2024,9,18,13,-999,-999,-999,-999,-999,13.85,38,3.47
2024,9,18,14,-999,-999,-999,-999,-999,13.79,37.8,3.75
2024,9,18,15,-999,-999,-999,-999,-999,13.67,37.23,4.03
2024,9,18,16,-999,-999,-999,-999,-999,13.73,36.09,4.23
2024,9,18,17,-999,-999,-999,-999,-999,14.65,34.14,3.32
2024,9,18,18,-999,-999,-999,-999,-999,15.32,31.71,2.7
2024,9,18,19,-999,-999,-999,-999,-999,15.26,30.76,2.61
2024,9,18,20,-999,-999,-999,-999,-999,15.26,29.84,2.3
2024,9,18,21,-999,-999,-999,-999,-999,15.26,29.33,1.88
2024,9,18,22,-999,-999,-999,-999,-999,15.2,29.25,1.24
2024,9,18,23,-999,-999,-999,-999,-999,14.83,29.37,0.39
2024,9,19,0,-999,-999,-999,-999,-999,14.95,29.21,0.46
2024,9,19,1,-999,-999,-999,-999,-999,15.08,28.54,1.06
2024,9,19,2,-999,-999,-999,-999,-999,15.14,27.87,1.33
2024,9,19,3,-999,-999,-999,-999,-999,15.26,27.16,1.42
2024,9,19,4,-999,-999,-999,-999,-999,15.38,26.62,1.42
2024,9,19,5,-999,-999,-999,-999,-999,15.5,26.26,1.4
2024,9,19,6,-999,-999,-999,-999,-999,15.56,26.74,1.96
2024,9,19,7,-999,-999,-999,-999,-999,15.32,28.07,2.75
2024,9,19,8,-999,-999,-999,-999,-999,15.08,29.92,3.28
2024,9,19,9,-999,-999,-999,-999,-999,14.47,31.99,3.65
2024,9,19,10,-999,-999,-999,-999,-999,13.43,34.37,4.18
2024,9,19,11,-999,-999,-999,-999,-999,13,35.84,4.38
2024,9,19,12,-999,-999,-999,-999,-999,13,36.56,4.15
2024,9,19,13,-999,-999,-999,-999,-999,13,36.77,3.7
2024,9,19,14,-999,-999,-999,-999,-999,13,36.76,3.22
2024,9,19,15,-999,-999,-999,-999,-999,12.94,36.41,2.88
2024,9,19,16,-999,-999,-999,-999,-999,12.94,35.62,2.59
2024,9,19,17,-999,-999,-999,-999,-999,14.47,33.76,1.71
2024,9,19,18,-999,-999,-999,-999,-999,15.5,31.21,1.71
2024,9,19,19,-999,-999,-999,-999,-999,15.01,30.32,1.87
2024,9,19,20,-999,-999,-999,-999,-999,14.47,29.46,2.06
2024,9,19,21,-999,-999,-999,-999,-999,14.04,28.73,2.22
2024,9,19,22,-999,-999,-999,-999,-999,13.67,28.04,2.35
2024,9,19,23,-999,-999,-999,-999,-999,13.37,27.46,2.42
2024,9,20,0,-999,-999,-999,-999,-999,13.18,26.8,2.45
2024,9,20,1,-999,-999,-999,-999,-999,13.06,26.24,2.44
2024,9,20,2,-999,-999,-999,-999,-999,13.06,25.71,2.32
2024,9,20,3,-999,-999,-999,-999,-999,13.12,25.31,2.1
2024,9,20,4,-999,-999,-999,-999,-999,13.24,25,1.9
2024,9,20,5,-999,-999,-999,-999,-999,13.24,24.75,1.71
2024,9,20,6,-999,-999,-999,-999,-999,13.37,25.6,1.6
2024,9,20,7,-999,-999,-999,-999,-999,12.94,27.91,1.68
2024,9,20,8,-999,-999,-999,-999,-999,12.63,31.9,1.91
2024,9,20,9,-999,-999,-999,-999,-999,12.82,34.26,1.32
2024,9,20,10,-999,-999,-999,-999,-999,13,35.99,1.01
2024,9,20,11,-999,-999,-999,-999,-999,13.18,37.41,0.91
2024,9,20,12,-999,-999,-999,-999,-999,13.37,38.42,0.85
2024,9,20,13,-999,-999,-999,-999,-999,13.37,39.07,0.77
2024,9,20,14,-999,-999,-999,-999,-999,13.37,39.11,0.62
2024,9,20,15,-999,-999,-999,-999,-999,13.18,38.76,0.41
2024,9,20,16,-999,-999,-999,-999,-999,13.18,37.98,0.56
2024,9,20,17,-999,-999,-999,-999,-999,14.95,36.32,0.86
2024,9,20,18,-999,-999,-999,-999,-999,15.69,34.09,1.29
2024,9,20,19,-999,-999,-999,-999,-999,15.62,32.78,1.72
2024,9,20,20,-999,-999,-999,-999,-999,15.38,31.67,2.05
2024,9,20,21,-999,-999,-999,-999,-999,15.14,30.78,2.24
2024,9,20,22,-999,-999,-999,-999,-999,15.01,30,2.32
2024,9,20,23,-999,-999,-999,-999,-999,14.83,29.28,2.34
2024,9,21,0,-999,-999,-999,-999,-999,14.71,28.63,2.32
2024,9,21,1,-999,-999,-999,-999,-999,14.65,28,2.26
2024,9,21,2,-999,-999,-999,-999,-999,14.71,27.51,2.14
2024,9,21,3,-999,-999,-999,-999,-999,14.77,27.06,1.95
2024,9,21,4,-999,-999,-999,-999,-999,14.83,26.8,1.68
2024,9,21,5,-999,-999,-999,-999,-999,14.83,26.54,1.34
2024,9,21,6,-999,-999,-999,-999,-999,15.14,27.19,1.03
2024,9,21,7,-999,-999,-999,-999,-999,14.65,29.12,0.92
2024,9,21,8,-999,-999,-999,-999,-999,14.04,33.2,1.35
2024,9,21,9,-999,-999,-999,-999,-999,13.73,35.69,1.04
2024,9,21,10,-999,-999,-999,-999,-999,13.92,37.05,0.76
2024,9,21,11,-999,-999,-999,-999,-999,14.04,38.11,0.78
2024,9,21,12,-999,-999,-999,-999,-999,14.16,38.86,0.86
2024,9,21,13,-999,-999,-999,-999,-999,14.22,39.23,0.9
2024,9,21,14,-999,-999,-999,-999,-999,14.28,39.33,0.87
2024,9,21,15,-999,-999,-999,-999,-999,14.22,38.97,0.8
2024,9,21,16,-999,-999,-999,-999,-999,14.28,38.07,0.7
2024,9,21,17,-999,-999,-999,-999,-999,15.81,36.68,0.55
2024,9,21,18,-999,-999,-999,-999,-999,16.3,35.3,0.38
2024,9,21,19,-999,-999,-999,-999,-999,16.05,34.64,0.3
2024,9,21,20,-999,-999,-999,-999,-999,16.05,33.76,0.61
2024,9,21,21,-999,-999,-999,-999,-999,16.36,32.58,1.1
2024,9,21,22,-999,-999,-999,-999,-999,16.42,31.31,1.56
2024,9,21,23,-999,-999,-999,-999,-999,16.05,30.32,1.85
2024,9,22,0,-999,-999,-999,-999,-999,15.87,29.52,2
2024,9,22,1,-999,-999,-999,-999,-999,15.75,28.79,2.02
2024,9,22,2,-999,-999,-999,-999,-999,15.69,28.23,1.94
2024,9,22,3,-999,-999,-999,-999,-999,15.62,27.8,1.8
2024,9,22,4,-999,-999,-999,-999,-999,15.56,27.48,1.71
2024,9,22,5,-999,-999,-999,-999,-999,15.56,27.08,1.68
2024,9,22,6,-999,-999,-999,-999,-999,15.81,27.77,1.64
2024,9,22,7,-999,-999,-999,-999,-999,15.32,30.05,1.9
2024,9,22,8,-999,-999,-999,-999,-999,14.53,33.95,2.11
2024,9,22,9,-999,-999,-999,-999,-999,14.1,36.4,1.62
2024,9,22,10,-999,-999,-999,-999,-999,14.22,37.69,1.01
2024,9,22,11,-999,-999,-999,-999,-999,14.22,38.61,0.67
2024,9,22,12,-999,-999,-999,-999,-999,14.22,39.23,0.68
2024,9,22,13,-999,-999,-999,-999,-999,14.22,39.56,0.95
2024,9,22,14,-999,-999,-999,-999,-999,14.1,39.53,1.23
2024,9,22,15,-999,-999,-999,-999,-999,13.79,39.19,1.38
2024,9,22,16,-999,-999,-999,-999,-999,13.73,38.34,1.36
2024,9,22,17,-999,-999,-999,-999,-999,15.75,36.71,0.95
2024,9,22,18,-999,-999,-999,-999,-999,15.32,35.34,0.73
2024,9,22,19,-999,-999,-999,-999,-999,15.44,34.55,0.87
2024,9,22,20,-999,-999,-999,-999,-999,15.69,33.37,1.3
2024,9,22,21,-999,-999,-999,-999,-999,15.81,32,1.69
2024,9,22,22,-999,-999,-999,-999,-999,15.69,30.92,1.97
2024,9,22,23,-999,-999,-999,-999,-999,15.38,30.05,2.13
2024,9,23,0,-999,-999,-999,-999,-999,15.14,29.32,2.22
2024,9,23,1,-999,-999,-999,-999,-999,15.01,28.73,2.23
2024,9,23,2,-999,-999,-999,-999,-999,14.89,28.18,2.13
2024,9,23,3,-999,-999,-999,-999,-999,14.95,27.83,1.96
2024,9,23,4,-999,-999,-999,-999,-999,15.01,27.56,1.82
2024,9,23,5,-999,-999,-999,-999,-999,15.01,27.36,1.65
2024,9,23,6,-999,-999,-999,-999,-999,15.32,28.09,1.38
2024,9,23,7,-999,-999,-999,-999,-999,14.53,30.15,1.41
2024,9,23,8,-999,-999,-999,-999,-999,14.4,33.68,1.18
2024,9,23,9,-999,-999,-999,-999,-999,14.16,36.83,1.03
2024,9,23,10,-999,-999,-999,-999,-999,14.28,38.26,0.94
2024,9,23,11,-999,-999,-999,-999,-999,14.28,39.4,0.86
2024,9,23,12,-999,-999,-999,-999,-999,14.28,40.16,0.85
2024,9,23,13,-999,-999,-999,-999,-999,14.22,40.58,0.95
2024,9,23,14,-999,-999,-999,-999,-999,14.22,40.44,1
2024,9,23,15,-999,-999,-999,-999,-999,14.28,39.94,1.09
2024,9,23,16,-999,-999,-999,-999,-999,14.47,38.98,1.19
2024,9,23,17,-999,-999,-999,-999,-999,16.48,37.29,1.02
2024,9,23,18,-999,-999,-999,-999,-999,17.4,35.46,1.14
2024,9,23,19,-999,-999,-999,-999,-999,17.21,34.4,1.47
2024,9,23,20,-999,-999,-999,-999,-999,17.27,33.37,1.77
2024,9,23,21,-999,-999,-999,-999,-999,17.03,32.44,1.98
2024,9,23,22,-999,-999,-999,-999,-999,16.72,31.63,2.14
2024,9,23,23,-999,-999,-999,-999,-999,16.36,30.94,2.25
2024,9,24,0,-999,-999,-999,-999,-999,16.05,30.3,2.31
2024,9,24,1,-999,-999,-999,-999,-999,15.75,29.73,2.35
2024,9,24,2,-999,-999,-999,-999,-999,15.5,29.15,2.31
2024,9,24,3,-999,-999,-999,-999,-999,15.38,28.65,2.17
2024,9,24,4,-999,-999,-999,-999,-999,15.32,28.21,2.01
2024,9,24,5,-999,-999,-999,-999,-999,15.26,27.92,1.8
2024,9,24,6,-999,-999,-999,-999,-999,15.44,28.58,1.49
2024,9,24,7,-999,-999,-999,-999,-999,14.65,30.65,1.53
2024,9,24,8,-999,-999,-999,-999,-999,14.4,34.19,1.14
2024,9,24,9,-999,-999,-999,-999,-999,14.04,37.08,0.71
2024,9,24,10,-999,-999,-999,-999,-999,13.79,38.51,0.5
2024,9,24,11,-999,-999,-999,-999,-999,13.49,39.65,0.46
2024,9,24,12,-999,-999,-999,-999,-999,13.18,40.4,0.56
2024,9,24,13,-999,-999,-999,-999,-999,12.88,40.87,0.77
2024,9,24,14,-999,-999,-999,-999,-999,12.57,40.81,0.89
2024,9,24,15,-999,-999,-999,-999,-999,12.27,40.33,0.9
2024,9,24,16,-999,-999,-999,-999,-999,12.15,39.39,0.85
2024,9,24,17,-999,-999,-999,-999,-999,14.34,37.54,0.65
2024,9,24,18,-999,-999,-999,-999,-999,13.92,36.02,0.73
2024,9,24,19,-999,-999,-999,-999,-999,13.98,34.86,1.19
2024,9,24,20,-999,-999,-999,-999,-999,14.22,33.21,1.73
2024,9,24,21,-999,-999,-999,-999,-999,14.16,31.79,2.15
2024,9,24,22,-999,-999,-999,-999,-999,13.98,30.7,2.4
2024,9,24,23,-999,-999,-999,-999,-999,13.79,29.83,2.44
2024,9,25,0,-999,-999,-999,-999,-999,13.79,29.16,2.35
2024,9,25,1,-999,-999,-999,-999,-999,13.79,28.62,2.17
2024,9,25,2,-999,-999,-999,-999,-999,13.79,28.31,1.8
2024,9,25,3,-999,-999,-999,-999,-999,13.79,28.26,1.26
2024,9,25,4,-999,-999,-999,-999,-999,13.73,28.25,0.88
2024,9,25,5,-999,-999,-999,-999,-999,13.67,27.96,0.71
2024,9,25,6,-999,-999,-999,-999,-999,14.22,28.14,0.67
2024,9,25,7,-999,-999,-999,-999,-999,13.37,30.14,1.19
2024,9,25,8,-999,-999,-999,-999,-999,13.12,33.6,1.24
2024,9,25,9,-999,-999,-999,-999,-999,12.51,37.03,1.65
2024,9,25,10,-999,-999,-999,-999,-999,12.45,38.45,1.82
2024,9,25,11,-999,-999,-999,-999,-999,12.51,39.36,1.75
2024,9,25,12,-999,-999,-999,-999,-999,12.51,40.01,1.6
2024,9,25,13,-999,-999,-999,-999,-999,12.51,40.29,1.47
2024,9,25,14,-999,-999,-999,-999,-999,12.45,40.14,1.32
2024,9,25,15,-999,-999,-999,-999,-999,12.39,39.53,1.15
2024,9,25,16,-999,-999,-999,-999,-999,12.57,38.52,0.99
2024,9,25,17,-999,-999,-999,-999,-999,14.4,36.79,0.74
2024,9,25,18,-999,-999,-999,-999,-999,14.53,35.33,0.72
2024,9,25,19,-999,-999,-999,-999,-999,14.22,34.31,0.85
2024,9,25,20,-999,-999,-999,-999,-999,14.47,33.09,1.3
2024,9,25,21,-999,-999,-999,-999,-999,14.65,31.73,1.85
2024,9,25,22,-999,-999,-999,-999,-999,14.4,30.76,2.27
2024,9,25,23,-999,-999,-999,-999,-999,14.28,30.02,2.52
2024,9,26,0,-999,-999,-999,-999,-999,14.28,29.45,2.62
2024,9,26,1,-999,-999,-999,-999,-999,14.53,28.89,2.58
2024,9,26,2,-999,-999,-999,-999,-999,14.95,28.29,2.31
2024,9,26,3,-999,-999,-999,-999,-999,15.44,27.77,1.98
2024,9,26,4,-999,-999,-999,-999,-999,15.87,27.36,1.76
2024,9,26,5,-999,-999,-999,-999,-999,16.36,26.97,1.7
2024,9,26,6,-999,-999,-999,-999,-999,16.85,27.37,1.98
2024,9,26,7,-999,-999,-999,-999,-999,17.21,29.37,2.61
2024,9,26,8,-999,-999,-999,-999,-999,16.6,32.59,2.35
2024,9,26,9,-999,-999,-999,-999,-999,15.01,35.63,1.49
2024,9,26,10,-999,-999,-999,-999,-999,14.22,37.35,0.95
2024,9,26,11,-999,-999,-999,-999,-999,13.79,38.33,0.86
2024,9,26,12,-999,-999,-999,-999,-999,13.55,39.12,0.89
2024,9,26,13,-999,-999,-999,-999,-999,13.43,39.43,0.88
2024,9,26,14,-999,-999,-999,-999,-999,13.18,39.42,0.92
2024,9,26,15,-999,-999,-999,-999,-999,12.94,38.79,1.12
2024,9,26,16,-999,-999,-999,-999,-999,12.88,37.73,1.34
2024,9,26,17,-999,-999,-999,-999,-999,14.95,35.51,1.27
2024,9,26,18,-999,-999,-999,-999,-999,15.32,33.05,1.81
2024,9,26,19,-999,-999,-999,-999,-999,15.08,31.86,2.23
2024,9,26,20,-999,-999,-999,-999,-999,14.89,31.16,2.77
